,product_name,product_price,product_rating,sold_quantity,category_name,scraped_date,Product Price(USD),Product Price(GBP),Product Price(EUR),Product Price(INR)
180,Budweiser Magnum Premium Beer 330 ML,190.0,0.0,0.0,Beer,12/05/2024,1.42,1.14,1.32,118.75
181,Firemoon Beer 330 Ml,3356.0,0.0,0.0,Beer,12/05/2024,25.14,20.15,23.31,2097.5
182,Johnnie Walker Red Label Premium Whisky - 1L -By Cheers Online,6990.0,4.7,0.0,Spirits,12/05/2024,52.37,41.98,48.55,4368.75
183,Absolut Vodka -1ltr,6550.0,5.0,0.0,Spirits,12/05/2024,49.07,39.34,45.49,4093.75
184,Finlandia Regular - 750 ml -By Cheers Online,4650.0,5.0,0.0,Spirits,12/05/2024,34.84,27.93,32.29,2906.25
185,Old Durbar 12yrs Blended Scotch Artwork by Lok Chitrakar - 750ML -By Cheers Online,5000.0,5.0,0.0,Spirits,12/05/2024,37.46,30.03,34.72,3125.0
186,"Baileys Original, 1ltr -By Cheers Online",7300.0,4.0,0.0,Spirits,12/05/2024,54.69,43.84,50.7,4562.5
187,Signature Rare Aged Whisky 1L,3055.0,5.0,0.0,Spirits,12/05/2024,22.89,18.35,21.22,1909.38
188,Old Durbar Reserve Whisky 750Ml,2600.0,5.0,0.0,Spirits,12/05/2024,19.48,15.61,18.06,1625.0
189,Jim Beam Kentucky Straight Bourbon Whiskey 1ltr,8500.0,0.0,0.0,Spirits,12/05/2024,63.68,51.05,59.03,5312.5
190,Gurkha And Guns Finest Blended Whisky 750Ml,2950.0,5.0,0.0,Spirits,12/05/2024,22.1,17.72,20.49,1843.75
191,Nepse Bull Rare Malt Whiskey 750ml,4850.0,5.0,0.0,Spirits,12/05/2024,36.34,29.13,33.68,3031.25
192,Kala Patthar Whiskey 750ml,2700.0,5.0,0.0,Spirits,12/05/2024,20.23,16.22,18.75,1687.5
193,Emperor Half  Whisky 375Ml,580.0,1.0,0.0,Spirits,12/05/2024,4.35,3.48,4.03,362.5
194,Password  Whisky Full 750Ml,1365.0,3.0,0.0,Spirits,12/05/2024,10.23,8.2,9.48,853.12
195,Johnnie Walker Gold Label  Whisky -750ML,10500.0,5.0,0.0,Spirits,12/05/2024,78.66,63.06,72.92,6562.5
196,Glenfiddich Whiskey 12yrs -1L,12740.0,5.0,0.0,Spirits,12/05/2024,95.45,76.51,88.48,7962.5
197,Teachers Highland Cream Whiskey 1ltr,7000.0,0.0,0.0,Spirits,12/05/2024,52.44,42.04,48.61,4375.0
198,Johnnie Walker Double Black  Whisky -1L,10500.0,5.0,0.0,Spirits,12/05/2024,78.66,63.06,72.92,6562.5
199,"Chivas Regal 12yrs Whisky, 1L -By Cheers Online",9000.0,0.0,0.0,Spirits,12/05/2024,67.43,54.05,62.5,5625.0
200,Ginger Liqueur Bottega 25% Cl 50 - 500 ml,4500.0,0.0,0.0,Spirits,12/05/2024,33.71,27.03,31.25,2812.5
201,Snowman Gin - 750ML -By Cheers Online,2400.0,0.0,0.0,Spirits,12/05/2024,17.98,14.41,16.67,1500.0
202,Vat 69 Blended Scotch whiskey 1ltr,6200.0,0.0,0.0,Spirits,12/05/2024,46.45,37.24,43.06,3875.0
203,Yokaichi Mugi  200Ml  Japanese Shochu,1520.0,0.0,0.0,Spirits,12/05/2024,11.39,9.13,10.56,950.0
204,Martini Extra Dry Liqueur - 1L -By Cheers Online,3250.0,0.0,0.0,Spirits,12/05/2024,24.35,19.52,22.57,2031.25
