,product_name,product_price,product_rating,sold_quantity,category_name,scraped_date,Product Price(USD),Product Price(GBP),Product Price(EUR),Product Price(INR)
209,Monkey 47 Schwarzwald Dry Gin 500ml,9000.0,0.0,0.0,Spirits,25/04/2024,67.43,54.05,62.5,5625.0
210,Gordon's -1Ltr Imported Gin,6700.0,0.0,0.0,Spirits,25/04/2024,50.19,40.24,46.53,4187.5
211,Highlander Vodka 180 Ml,270.0,0.0,0.0,Spirits,25/04/2024,2.02,1.62,1.88,168.75
212,Archers Peach Schnapps 1L,7000.0,0.0,0.0,Spirits,25/04/2024,52.44,42.04,48.61,4375.0
213,Sky Original Vodka 750Ml,2300.0,0.0,0.0,Spirits,25/04/2024,17.23,13.81,15.97,1437.5
214,Old Durbar Scotch Black Chimney Whisky 750Ml,3350.0,0.0,0.0,Spirits,25/04/2024,25.1,20.12,23.27,2093.75
215,"Bulldog Gin, 750ml -By Cheers Online",6420.0,0.0,0.0,Spirits,25/04/2024,48.1,38.56,44.59,4012.5
216,Beefeater London Dry Gin 1L,6675.0,0.0,0.0,Spirits,25/04/2024,50.01,40.09,46.36,4171.88
217,Gordon's London Dry Gin - 375 ml -By Cheers Online,2800.0,0.0,0.0,Spirits,25/04/2024,20.98,16.82,19.45,1750.0
218,Jagermeister - 1000ML German Liqueur,7800.0,0.0,0.0,Spirits,25/04/2024,58.44,46.84,54.17,4875.0
219,Old Durbar Two Continents 375ml,1350.0,0.0,0.0,Spirits,25/04/2024,10.11,8.11,9.38,843.75
220,Jagermeister 1000ML,7850.0,0.0,0.0,Spirits,25/04/2024,58.81,47.14,54.52,4906.25
221,Old Durbar Two Continents 180ml,675.0,0.0,0.0,Spirits,25/04/2024,5.06,4.05,4.69,421.88
222,Rasberry Liquore 15% Cl50 - 500 ml,4500.0,0.0,0.0,Spirits,25/04/2024,33.71,27.03,31.25,2812.5
223,Old Monk XXX Rum 750ML,1950.0,0.0,0.0,Spirits,25/04/2024,14.61,11.71,13.54,1218.75
224,Mustang Gold 180 Ml,290.0,0.0,0.0,Spirits,25/04/2024,2.17,1.74,2.01,181.25
225,Penfold Raswon's Merlot(750ml),2500.0,0.0,0.0,Spirits,25/04/2024,18.73,15.01,17.36,1562.5
226,Yokaichi ( Imo) 720Ml  Japanese Shochu,5320.0,0.0,0.0,Spirits,25/04/2024,39.86,31.95,36.95,3325.0
227,8848 Vodka 750 Ml,2095.0,0.0,0.0,Spirits,25/04/2024,15.7,12.58,14.55,1309.38
228,Baileys Original Liquor -1L,7300.0,0.0,0.0,Spirits,25/04/2024,54.69,43.84,50.7,4562.5
229,Absolut Vodka -1Ltr,5500.0,0.0,0.0,Spirits,25/04/2024,41.2,33.03,38.2,3437.5
230,Golden Oak 750 Ml,1160.0,0.0,0.0,Spirits,25/04/2024,8.69,6.97,8.06,725.0
231,Gordon'S Gin 1000Ml,7615.0,0.0,0.0,Spirits,25/04/2024,57.05,45.73,52.89,4759.38
232,Gill Marry Whisky 750Ml,1115.0,0.0,0.0,Spirits,25/04/2024,8.35,6.7,7.74,696.88
233,Nude Superior Vodka 750Ml,2500.0,0.0,0.0,Spirits,25/04/2024,18.73,15.01,17.36,1562.5
234,Olmeca Silver 750ML,5795.0,5.0,0.0,Spirits,25/04/2024,43.41,34.8,40.25,3621.88
235,Signature Premier Grain Whisky 180,675.0,0.0,0.0,Spirits,25/04/2024,5.06,4.05,4.69,421.88
236,8848 Vodka 180 Ml,525.0,0.0,0.0,Spirits,25/04/2024,3.93,3.15,3.65,328.12
237,Indri Single Malt Indian Whisky - 700ML -By Cheers Online,8900.0,0.0,0.0,Spirits,25/04/2024,66.68,53.45,61.81,5562.5
238,Yeti Vodka 375ML,1120.0,0.0,0.0,Spirits,25/04/2024,8.39,6.73,7.78,700.0
239,Ballantine's 21yrs Whisky - 700ml -By Cheers Online,24000.0,0.0,0.0,Spirits,25/04/2024,179.8,144.14,166.68,15000.0
240,Ruslan Vodka Triple Distilled 750ML,2200.0,0.0,0.0,Spirits,25/04/2024,16.48,13.21,15.28,1375.0
241,Nude Superior Vodka 180 Ml,500.0,0.0,0.0,Spirits,25/04/2024,3.75,3.0,3.47,312.5
242,Blue Oak 750 Ml,1400.0,0.0,0.0,Spirits,25/04/2024,10.49,8.41,9.72,875.0
243,VAT 69 Whiskey -375ML,2425.0,0.0,0.0,Spirits,25/04/2024,18.17,14.56,16.84,1515.62
244,Golden Oak 375 Ml,580.0,0.0,0.0,Spirits,25/04/2024,4.35,3.48,4.03,362.5
245,Antiquity Blue 750ml,3050.0,0.0,0.0,Spirits,25/04/2024,22.85,18.32,21.18,1906.25
246,The Glenlivet 12 Years Whisky - 1L -By Cheers Online,10750.0,0.0,0.0,Spirits,25/04/2024,80.54,64.56,74.66,6718.75
247,Ruslan Vodka -375ML,1100.0,0.0,0.0,Spirits,25/04/2024,8.24,6.61,7.64,687.5
248,Signature Premier Grain Whisky 375,1360.0,0.0,0.0,Spirits,25/04/2024,10.19,8.17,9.45,850.0
249,Snowman Gin 750ML,2400.0,4.0,0.0,Spirits,25/04/2024,17.98,14.41,16.67,1500.0
250,Polska Vodka 750ML,2675.0,0.0,0.0,Spirits,25/04/2024,20.04,16.07,18.58,1671.88
251,Mustang Gold 375 Ml,580.0,0.0,0.0,Spirits,25/04/2024,4.35,3.48,4.03,362.5
252,Smirnoff Vodka 375ML (Bottled in Nepal),1100.0,0.0,0.0,Spirits,25/04/2024,8.24,6.61,7.64,687.5
253,Good Quality Yorkshire Lebal 180 Ml,300.0,0.0,0.0,Spirits,25/04/2024,2.25,1.8,2.08,187.5
254,Old Monk XXX Rum 375ML,975.0,0.0,0.0,Spirits,25/04/2024,7.3,5.86,6.77,609.38
255,Yorkshire Lebal 750 Ml,1040.0,0.0,0.0,Spirits,25/04/2024,7.79,6.25,7.22,650.0
256,Gold Leaf Hideyoshi Ougon Hyoutan Kinpanku 720Ml,11140.0,0.0,0.0,Spirits,25/04/2024,83.46,66.9,77.37,6962.5
257,Khukuri Xxx Rum 375 Ml,990.0,0.0,0.0,Spirits,25/04/2024,7.42,5.95,6.88,618.75
258,Grand Master Rum(750 ml),1800.0,0.0,0.0,Spirits,25/04/2024,13.49,10.81,12.5,1125.0
259,8848 Ray Vodka 750 Ml,2295.0,0.0,0.0,Spirits,25/04/2024,17.19,13.78,15.94,1434.38
260,Signature Premier Grain Whisky 750,3050.0,0.0,0.0,Spirits,25/04/2024,22.85,18.32,21.18,1906.25
261,Bottega Bacur Distilled Dry Gin 700ML -By Cheers Online,6950.0,0.0,0.0,Spirits,25/04/2024,52.07,41.74,48.27,4343.75
262,Highlander Vodka 375 Ml,540.0,0.0,0.0,Spirits,25/04/2024,4.05,3.24,3.75,337.5
263,Nude Superior Vodka - 750ML -By Cheers Online,2170.0,0.0,0.0,Spirits,25/04/2024,16.26,13.03,15.07,1356.25
264,Glenmorangie Lasanta Single Malt Scotch Whisky - 750 ml -By Cheers Online,11700.0,0.0,0.0,Spirits,25/04/2024,87.65,70.27,81.26,7312.5
265,Khukuri Rum 750ml,2040.0,0.0,0.0,Spirits,25/04/2024,15.28,12.25,14.17,1275.0
266,8848 Vodka 375 Ml,1049.0,0.0,0.0,Spirits,25/04/2024,7.86,6.3,7.29,655.62
267,Baileys Irish Cream 1L,7875.0,0.0,0.0,Spirits,25/04/2024,59.0,47.29,54.69,4921.88
268,Yeti Vodka 375 ML,1140.0,0.0,0.0,Spirits,25/04/2024,8.54,6.85,7.92,712.5
269,Ruslan Vodka Triple Distilled 750ML (2 Bottle),4100.0,0.0,0.0,Spirits,25/04/2024,30.72,24.62,28.47,2562.5
270,Highlander Pure White Vodka 375 ML,575.0,0.0,0.0,Spirits,25/04/2024,4.31,3.45,3.99,359.38
271,Black Oak 750 Ml,1320.0,0.0,0.0,Spirits,25/04/2024,9.89,7.93,9.17,825.0
272,Golden Oak 180 Ml,290.0,0.0,0.0,Spirits,25/04/2024,2.17,1.74,2.01,181.25
273,Limpiya Whisky 180Ml,400.0,0.0,0.0,Spirits,25/04/2024,3.0,2.4,2.78,250.0
274,Highlander Pure White Vodka 750 ML,1150.0,0.0,0.0,Spirits,25/04/2024,8.62,6.91,7.99,718.75
275,Yokaichi (Imo) 1800Ml  Japanese Shochu,12410.0,0.0,0.0,Spirits,25/04/2024,92.97,74.53,86.19,7756.25
276,Khukri XXX Rum 375 ML,1020.0,0.0,0.0,Spirits,25/04/2024,7.64,6.13,7.08,637.5
277,Yarsha Gumba 750 Ml,10800.0,0.0,0.0,Spirits,25/04/2024,80.91,64.86,75.01,6750.0
278,Nude Superior Vodka 750 Ml,2010.0,0.0,0.0,Spirits,25/04/2024,15.06,12.07,13.96,1256.25
279,Smirnoff Red Regular Vodka -1L,6000.0,0.0,0.0,Spirits,25/04/2024,44.95,36.03,41.67,3750.0
280,8848 Vodka 750 ML,2100.0,0.0,0.0,Spirits,25/04/2024,15.73,12.61,14.58,1312.5
281,Khukuri Xxx Rum 180 Ml,495.0,0.0,0.0,Spirits,25/04/2024,3.71,2.97,3.44,309.38
282,Finlandia Grapefruit - 750 ml -By Cheers Online,4650.0,0.0,0.0,Spirits,25/04/2024,34.84,27.93,32.29,2906.25
283,Tequila Sierra coffee 600ml,5000.0,0.0,0.0,Spirits,25/04/2024,37.46,30.03,34.72,3125.0
284,Khukri XXX Rum 180 ML,510.0,0.0,0.0,Spirits,25/04/2024,3.82,3.06,3.54,318.75
285,Ruslan Vodka 375 ML,1080.0,0.0,0.0,Spirits,25/04/2024,8.09,6.49,7.5,675.0
286,Signature Premier Grain Whisky - 750 ml -By Cheers Online,2775.0,0.0,0.0,Spirits,25/04/2024,20.79,16.67,19.27,1734.38
287,Mustang Gold Whiskey 180ml,290.0,0.0,0.0,Spirits,25/04/2024,2.17,1.74,2.01,181.25
288,8848 Vodka 750ML,2145.0,0.0,0.0,Spirits,25/04/2024,16.07,12.88,14.9,1340.62
289,Old Durbar Black Chimni 375 Ml,1750.0,0.0,0.0,Spirits,25/04/2024,13.11,10.51,12.15,1093.75
290,Old Durbar Black Chimni 180 Ml,875.0,0.0,0.0,Spirits,25/04/2024,6.56,5.25,6.08,546.88
291,Kavalan Distillery Select No.1 (50ml),1200.0,0.0,0.0,Spirits,25/04/2024,8.99,7.21,8.33,750.0
292,Blue Riband Gin 375ML,880.0,0.0,0.0,Spirits,25/04/2024,6.59,5.28,6.11,550.0
293,8848 Vodka 750ml Made in Himalayan -2 Bottles,4500.0,0.0,0.0,Spirits,25/04/2024,33.71,27.03,31.25,2812.5
294,Old Durbar Black Chimney 375,1760.0,0.0,0.0,Spirits,25/04/2024,13.19,10.57,12.22,1100.0
295,Chivas Regal 12 Yrs 750 Ml,6850.0,0.0,0.0,Spirits,25/04/2024,51.32,41.14,47.57,4281.25
296,Sky Vodka Original 1000 Ml,6995.0,0.0,0.0,Spirits,25/04/2024,52.4,42.01,48.58,4371.88
297,The Himalayan Reserve Whisky 180 Ml,860.0,0.0,0.0,Spirits,25/04/2024,6.44,5.16,5.97,537.5
298,Signature Rare 375 Ml,1160.0,0.0,0.0,Spirits,25/04/2024,8.69,6.97,8.06,725.0
299,Le Favori Triple Sec 700ML,5490.0,0.0,0.0,Spirits,25/04/2024,41.13,32.97,38.13,3431.25
300,Yokaichi (Mugi) 1800Ml,12410.0,0.0,0.0,Spirits,25/04/2024,92.97,74.53,86.19,7756.25
301,Mustang Gold Whiskey 750ml,1160.0,0.0,0.0,Spirits,25/04/2024,8.69,6.97,8.06,725.0
302,Johnnie Walker Red Label Premium Whisky - 375ML -By Cheers Online,2750.0,0.0,0.0,Spirits,25/04/2024,20.6,16.52,19.1,1718.75
303,J89 Select Cask Double Wood 12yrs 750ML,4500.0,0.0,0.0,Spirits,25/04/2024,33.71,27.03,31.25,2812.5
304,Talisker 10 Years Whisky - 750ML -By Cheers Online,10500.0,0.0,0.0,Spirits,25/04/2024,78.66,63.06,72.92,6562.5
305,Mr Downells Full Whisky 750Ml,1300.0,0.0,0.0,Spirits,25/04/2024,9.74,7.81,9.03,812.5
306,Finlandia Lime - 750 ml -By Cheers Online,4650.0,0.0,0.0,Spirits,25/04/2024,34.84,27.93,32.29,2906.25
307,Bottega Alexander Vodka,6950.0,0.0,0.0,Spirits,25/04/2024,52.07,41.74,48.27,4343.75
308,Gill Marry Whisky 375Ml,560.0,0.0,0.0,Spirits,25/04/2024,4.2,3.36,3.89,350.0
309,Glen Grant 10yrs 750ML,8110.0,0.0,0.0,Spirits,25/04/2024,60.76,48.71,56.32,5068.75
310,Finlandia Mango - 750 ml -By Cheers Online,4650.0,0.0,0.0,Spirits,25/04/2024,34.84,27.93,32.29,2906.25
311,Ruslan Vodka Triple Distilled 750Ml,2100.0,0.0,0.0,Spirits,25/04/2024,15.73,12.61,14.58,1312.5
312,Red Label Blended Scotch Whisky 750ml,5350.0,0.0,0.0,Spirits,25/04/2024,40.08,32.13,37.16,3343.75
313,"Caol Ila 12yrs Single Malt Whisky, 750ML -By Cheers Online",10200.0,0.0,0.0,Spirits,25/04/2024,76.42,61.26,70.84,6375.0
314,Finlandia Cranberry  - 750 ml -By Cheers Online,4650.0,0.0,0.0,Spirits,25/04/2024,34.84,27.93,32.29,2906.25
315,Khukuri Xxx Rum 750 Ml,1980.0,0.0,0.0,Spirits,25/04/2024,14.83,11.89,13.75,1237.5
316,Black Oak 180 Ml,330.0,0.0,0.0,Spirits,25/04/2024,2.47,1.98,2.29,206.25
317,Tanqueray London Dry Gin 1L,8000.0,0.0,0.0,Spirits,25/04/2024,59.93,48.05,55.56,5000.0
318,Yeti Vodka 750ML,2200.0,0.0,0.0,Spirits,25/04/2024,16.48,13.21,15.28,1375.0
319,Black Label Blended Scotch Whisky 375ml,3600.0,0.0,0.0,Spirits,25/04/2024,26.97,21.62,25.0,2250.0
320,The Himalayan Reserve Whisky 750 Ml,3400.0,0.0,0.0,Spirits,25/04/2024,25.47,20.42,23.61,2125.0
321,8848 Vodka 750ml Made in Himalayan,2400.0,0.0,0.0,Spirits,25/04/2024,17.98,14.41,16.67,1500.0
322,Limpiya Whisky 750Ml,1590.0,0.0,0.0,Spirits,25/04/2024,11.91,9.55,11.04,993.75
323,Black Oak 375 Ml,660.0,0.0,0.0,Spirits,25/04/2024,4.94,3.96,4.58,412.5
324,Highlander Pure White Vodka 180 ML,285.0,0.0,0.0,Spirits,25/04/2024,2.14,1.71,1.98,178.12
325,Khukuri Spice Domestic Rum - 750ML -By Cheers Online,2400.0,0.0,0.0,Spirits,25/04/2024,17.98,14.41,16.67,1500.0
326,Bacardi Black Original Premium Crafted Rum 750 ml,2625.0,0.0,0.0,Spirits,25/04/2024,19.67,15.76,18.23,1640.62
327,Baron Full Whisky 750Ml,1325.0,0.0,0.0,Spirits,25/04/2024,9.93,7.96,9.2,828.12
328,Yeti Vodka 750 ML,2200.0,0.0,0.0,Spirits,25/04/2024,16.48,13.21,15.28,1375.0
329,Smirnoff Vodka 750ML (Bottled in Nepal),2200.0,0.0,0.0,Spirits,25/04/2024,16.48,13.21,15.28,1375.0
330,Glenfiddich Whiskey 12yrs 1L,11000.0,0.0,0.0,Spirits,25/04/2024,82.41,66.06,76.39,6875.0
331,"Camino Real Silver Tequila, 750ml -By Cheers Online",6500.0,0.0,0.0,Spirits,25/04/2024,48.7,39.04,45.14,4062.5
332,Old Durbar Black Chimney - 750 ml,3650.0,0.0,0.0,Spirits,25/04/2024,27.34,21.92,25.35,2281.25
333,Old Durbar Black Chimni 750 Ml,3500.0,0.0,0.0,Spirits,25/04/2024,26.22,21.02,24.31,2187.5
334,Vat 69 750 Ml,4370.0,0.0,0.0,Spirits,25/04/2024,32.74,26.24,30.35,2731.25
335,Baron Whisky 375Ml,665.0,0.0,0.0,Spirits,25/04/2024,4.98,3.99,4.62,415.62
336,Yeti Vodka 180 ML,570.0,0.0,0.0,Spirits,25/04/2024,4.27,3.42,3.96,356.25
337,8848 Vodka 375 ML,1065.0,0.0,0.0,Spirits,25/04/2024,7.98,6.4,7.4,665.62
338,Vat 69 1000 Ml,5800.0,0.0,0.0,Spirits,25/04/2024,43.45,34.83,40.28,3625.0
339,Mustang Gold Whiskey 375ml,580.0,0.0,0.0,Spirits,25/04/2024,4.35,3.48,4.03,362.5
340,Kaluwa 1 Ltr,7250.0,0.0,0.0,Spirits,25/04/2024,54.32,43.54,50.35,4531.25
341,Skyy Original Vodka - 1L -By Cheers Online,6995.0,0.0,0.0,Spirits,25/04/2024,52.4,42.01,48.58,4371.88
342,Signature Rare Aged Whiskey 375 ML,1240.0,0.0,0.0,Spirits,25/04/2024,9.29,7.45,8.61,775.0
343,Johnnie Walker Red Label 200 ML,1600.0,0.0,0.0,Spirits,25/04/2024,11.99,9.61,11.11,1000.0
344,The Glenlivet Founder's Reserve Whisky - 1L -By Cheers Online,9800.0,0.0,0.0,Spirits,25/04/2024,73.42,58.86,68.06,6125.0
345,Seto Bagh Vodka 750 ML,2080.0,0.0,0.0,Spirits,25/04/2024,15.58,12.49,14.45,1300.0
346,Signature Rare Aged Whisky 750ml,2790.0,0.0,0.0,Spirits,25/04/2024,20.9,16.76,19.38,1743.75
347,Golden Oak Premium Blended Malt 180 ML,290.0,0.0,0.0,Spirits,25/04/2024,2.17,1.74,2.01,181.25
348,Johnnie Walker Red Label 375 ML,3000.0,0.0,0.0,Spirits,25/04/2024,22.48,18.02,20.83,1875.0
349,Jack Daniels 1000 Ml,7700.0,0.0,0.0,Spirits,25/04/2024,57.69,46.24,53.48,4812.5
350,Seto Bagh Vodka 180 ML,520.0,0.0,0.0,Spirits,25/04/2024,3.9,3.12,3.61,325.0
351,Golden Oak 750ML,1160.0,0.0,0.0,Spirits,25/04/2024,8.69,6.97,8.06,725.0
352,Royal Blue Whisky Half 375Ml,735.0,0.0,0.0,Spirits,25/04/2024,5.51,4.41,5.1,459.38
353,Captain Morgan Black Imported Rum 1L,6600.0,0.0,0.0,Spirits,25/04/2024,49.45,39.64,45.84,4125.0
354,Baron Qua Whisky 180Ml,335.0,0.0,0.0,Spirits,25/04/2024,2.51,2.01,2.33,209.38
355,Johnne Walker Black Label 1000 Ml,9000.0,0.0,0.0,Spirits,25/04/2024,67.43,54.05,62.5,5625.0
356,Johnnie Walker Red Label Premium Whisky 750Ml,5250.0,0.0,0.0,Spirits,25/04/2024,39.33,31.53,36.46,3281.25
357,Jemson Irish 1000 Ml,7400.0,0.0,0.0,Spirits,25/04/2024,55.44,44.44,51.39,4625.0
358,Jim Beam Black Bourbon Whisky -1L,8160.0,0.0,0.0,Spirits,25/04/2024,61.13,49.01,56.67,5100.0
359,Gill Marry Whisky 180Ml,280.0,0.0,0.0,Spirits,25/04/2024,2.1,1.68,1.94,175.0
360,Grant's Blended Scotch Whisky - 1 ltr -By Cheers Online,7310.0,0.0,0.0,Spirits,25/04/2024,54.76,43.9,50.77,4568.75
361,Kavalan Solist ex-Bourbon Single Cask (700ml),26000.0,0.0,0.0,Spirits,25/04/2024,194.79,156.15,180.57,16250.0
362,Signature Rare 750 Ml,2320.0,0.0,0.0,Spirits,25/04/2024,17.38,13.93,16.11,1450.0
363,Ruslan Vodka -750ML,2200.0,0.0,0.0,Spirits,25/04/2024,16.48,13.21,15.28,1375.0
364,Absolut Vodka 750ml,5700.0,0.0,0.0,Spirits,25/04/2024,42.7,34.23,39.59,3562.5
365,Khukri White Rum (750ml),2300.0,0.0,0.0,Spirits,25/04/2024,17.23,13.81,15.97,1437.5
366,"Cardhu Malt 12yrs Whisky, 1L -By Cheers Online",11000.0,0.0,0.0,Spirits,25/04/2024,82.41,66.06,76.39,6875.0
367,"Canadian Club Whisky, 1L -By Cheers Online",10300.0,0.0,0.0,Spirits,25/04/2024,77.17,61.86,71.53,6437.5
368,Ciroc Regular Vodka -750ML,7900.0,0.0,0.0,Spirits,25/04/2024,59.18,47.44,54.86,4937.5
369,Maker's Mark Bourbon Whisky - 1L -By Cheers Online,10300.0,0.0,0.0,Spirits,25/04/2024,77.17,61.86,71.53,6437.5
370,Old Durbar 375 ML,1375.0,0.0,0.0,Spirits,25/04/2024,10.3,8.26,9.55,859.38
371,J89 Single Barrel Malt 750 ML,2900.0,0.0,0.0,Spirits,25/04/2024,21.73,17.42,20.14,1812.5
372,Old Monk Xxx Rum Head Shape  750Ml,2500.0,0.0,0.0,Spirits,25/04/2024,18.73,15.01,17.36,1562.5
373,Kalapatthar Blended Reserve Whisky 750Ml,2600.0,0.0,0.0,Spirits,25/04/2024,19.48,15.61,18.06,1625.0
374,8848 Vodka(PACK OF 3) -180ML,1610.0,0.0,0.0,Spirits,25/04/2024,12.06,9.67,11.18,1006.25
375,Johnnie Walker Red Label 1000 ML,6850.0,0.0,0.0,Spirits,25/04/2024,51.32,41.14,47.57,4281.25
376,Ballys Original 1000ml,7200.0,0.0,0.0,Spirits,25/04/2024,53.94,43.24,50.0,4500.0
377,Signature Rare Aged Whisky -375ml,1245.0,0.0,0.0,Spirits,25/04/2024,9.33,7.48,8.65,778.12
378,Gurkhas & Guns Finest Blended Whiskey 750ml,3090.0,0.0,0.0,Spirits,25/04/2024,23.15,18.56,21.46,1931.25
379,Signature Rare Aged Whiskey 180 ML,620.0,0.0,0.0,Spirits,25/04/2024,4.64,3.72,4.31,387.5
380,Ballantines Finest 1Ltr,6950.0,0.0,0.0,Spirits,25/04/2024,52.07,41.74,48.27,4343.75
381,Grey Goose Vodka - 1 ltr -By Cheers Online,12500.0,0.0,0.0,Spirits,25/04/2024,93.65,75.07,86.81,7812.5
382,Baileys Original Irish Cream 70cl,7450.0,0.0,0.0,Spirits,25/04/2024,55.81,44.74,51.74,4656.25
383,"Absolut Peppar Vodka, 1ltr -By Cheers Online",6800.0,0.0,0.0,Spirits,25/04/2024,50.94,40.84,47.23,4250.0
384,Golden Oak Premium Blended Malt 375 ML,580.0,0.0,0.0,Spirits,25/04/2024,4.35,3.48,4.03,362.5
385,Ciroc Vodka - 750 ml -By Cheers Online,7900.0,0.0,0.0,Spirits,25/04/2024,59.18,47.44,54.86,4937.5
386,The Original Black Oak Preminium Blended Malt Whisky 750Ml,1400.0,0.0,0.0,Spirits,25/04/2024,10.49,8.41,9.72,875.0
387,Bandipur Whiskey 750 Ml,4800.0,0.0,0.0,Spirits,25/04/2024,35.96,28.83,33.34,3000.0
388,Johnnie Walker Red Label 500 ML,3800.0,0.0,0.0,Spirits,25/04/2024,28.47,22.82,26.39,2375.0
389,Singleton Whiskey 12yrs -700ML,7500.0,0.0,0.0,Spirits,25/04/2024,56.19,45.04,52.09,4687.5
390,Johnne Walker Black Label 375 Ml,3420.0,0.0,0.0,Spirits,25/04/2024,25.62,20.54,23.75,2137.5
391,Old Durbar Reserve 375ML,1390.0,0.0,0.0,Spirits,25/04/2024,10.41,8.35,9.65,868.75
392,Courvoisier Napoleon Cognac - 750 ml -By Cheers Online,9760.0,0.0,0.0,Spirits,25/04/2024,73.12,58.62,67.78,6100.0
393,Old Durbar 180 ML,680.0,0.0,0.0,Spirits,25/04/2024,5.09,4.08,4.72,425.0
394,Kavalan Classic Single Malt Whiskey Miniature (50ml),1300.0,0.0,0.0,Spirits,25/04/2024,9.74,7.81,9.03,812.5
395,Old Durbar Reserve -750mL,2775.0,0.0,0.0,Spirits,25/04/2024,20.79,16.67,19.27,1734.38
396,Jack Daniel's 750ML,6245.0,0.0,0.0,Spirits,25/04/2024,46.79,37.51,43.37,3903.12
397,Old Durbar Black Chimney -180ML,915.0,0.0,0.0,Spirits,25/04/2024,6.85,5.5,6.35,571.88
398,Ruslan Vodka 180 ML,550.0,0.0,0.0,Spirits,25/04/2024,4.12,3.3,3.82,343.75
399,Golden Oak Premium Blended Malt 750 ML,1160.0,0.0,0.0,Spirits,25/04/2024,8.69,6.97,8.06,725.0
400,Antiquity Blue 375ml,1525.0,0.0,0.0,Spirits,25/04/2024,11.42,9.16,10.59,953.12
401,Jamson Irish 750 Ml,5500.0,0.0,0.0,Spirits,25/04/2024,41.2,33.03,38.2,3437.5
402,Talisker Storm Whisky - 700ML -By Cheers Online,10200.0,0.0,0.0,Spirits,25/04/2024,76.42,61.26,70.84,6375.0
403,Old Monk XXX Rum -750ML,1975.0,0.0,0.0,Spirits,25/04/2024,14.8,11.86,13.72,1234.38
404,Old Durbar Black Chimney 180 ML,900.0,0.0,0.0,Spirits,25/04/2024,6.74,5.41,6.25,562.5
405,Gurkhas and Guns Whisky -750ML,3080.0,0.0,0.0,Spirits,25/04/2024,23.07,18.5,21.39,1925.0
406,VAT 69 Blended Scotch Whisky - 375ML -By Cheers Online,2425.0,0.0,0.0,Spirits,25/04/2024,18.17,14.56,16.84,1515.62
407,Old Durbar 1LTR,4635.0,0.0,0.0,Spirits,25/04/2024,34.72,27.84,32.19,2896.88
408,Grand Master XXX Rum 375 ML,850.0,0.0,0.0,Spirits,25/04/2024,6.37,5.1,5.9,531.25
409,Johnnie Walker Red Label 750 ML,5700.0,0.0,0.0,Spirits,25/04/2024,42.7,34.23,39.59,3562.5
410,Khukri XXX Rum 180ml(PACK OF 3),1540.0,0.0,0.0,Spirits,25/04/2024,11.54,9.25,10.7,962.5
411,Kavalan Concertmaster Sherry Finish Single Malt Whiskey (700ml),18000.0,0.0,0.0,Spirits,25/04/2024,134.85,108.1,125.01,11250.0
412,Signature Premier Grain -750ML,2775.0,0.0,0.0,Spirits,25/04/2024,20.79,16.67,19.27,1734.38
413,Johnne Walker Black Label 500 Ml,4400.0,0.0,0.0,Spirits,25/04/2024,32.96,26.42,30.56,2750.0
414,Teacher's Whisky -350ML,2275.0,0.0,0.0,Spirits,25/04/2024,17.04,13.66,15.8,1421.88
415,Old Durbar 750 ML,2750.0,0.0,0.0,Spirits,25/04/2024,20.6,16.52,19.1,1718.75
416,Malibu White Rum With Coconut 1L,6500.0,0.0,0.0,Spirits,25/04/2024,48.7,39.04,45.14,4062.5
418,Old Durbar Black Chimney 750 ML,3600.0,0.0,0.0,Spirits,25/04/2024,26.97,21.62,25.0,2250.0
419,Signature Premier Grain Whiskey 180 ML,670.0,0.0,0.0,Spirits,25/04/2024,5.02,4.02,4.65,418.75
421,Ruslan Vodka Triple Distilled 750ML (5 Bottle),10500.0,0.0,0.0,Spirits,25/04/2024,78.66,63.06,72.92,6562.5
422,Old Durbar 15yrs Blended Malt Scotch Whisky - 750ML -By Cheers Online,15000.0,0.0,0.0,Spirits,25/04/2024,112.38,90.08,104.17,9375.0
423,Signature Premier Grain Whiskey 375 ML,1340.0,0.0,0.0,Spirits,25/04/2024,10.04,8.05,9.31,837.5
424,Chivas Regal 200 ml,2170.0,0.0,0.0,Spirits,25/04/2024,16.26,13.03,15.07,1356.25
425,Signature Rare Aged Whisky 750Ml,2500.0,0.0,0.0,Spirits,25/04/2024,18.73,15.01,17.36,1562.5
426,Jameson Irish 750ml,5660.0,0.0,0.0,Spirits,25/04/2024,42.4,33.99,39.31,3537.5
427,"Camus XO Cognac, 1L -By Cheers Online",41940.0,0.0,0.0,Spirits,25/04/2024,314.2,251.88,291.27,26212.5
428,Monkey Shoulder The Original 700Ml,7509.0,0.0,0.0,Spirits,25/04/2024,56.26,45.1,52.15,4693.12
429,Dewar's 15yrs The Monarch Blended Scotch Whisky - 1ltr -By Cheers Online,13000.0,0.0,0.0,Spirits,25/04/2024,97.39,78.07,90.28,8125.0
430,Kavalan Solist Port Single Cask Strength (700ml),28000.0,0.0,0.0,Spirits,25/04/2024,209.77,168.16,194.46,17500.0
431,Seagrams'S Royal Stage Deluxe Whisky 750Ml,2000.0,0.0,0.0,Spirits,25/04/2024,14.98,12.01,13.89,1250.0
432,Johnnie Walker Red Label  Whisky -1L,6990.0,0.0,0.0,Spirits,25/04/2024,52.37,41.98,48.55,4368.75
